Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info On Hospitalizations,Deaths,Info On Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type
2013,8,Georgia,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,5,3,5,0,5,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool;Pool - Other Swimming Pool,
2013,8,Pennsylvania,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; unknown,Confirmed; Confirmed,Hospital,15,15,15,2,2,,,,Other/Environmental water,,
2013,9,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,4,4,4,0,4,,,,Drinking water,Community,
2013,9,Alabama,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,19,14,19,5,19,,,,Undetermined water,,
2013,10,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Fee-based facility/membership club,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2013,11,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Other,4,4,4,0,4,,,,Drinking water,Community,
2013,12,North Carolina,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,7,3,7,0,7,,,,Drinking water,Community,
2013,12,Minnesota,Water,Legionella pneumophila,serogroup 1,Confirmed,Casino,2,2,2,0,2,,,,Other/Environmental water,,
2013,12,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,2,0,2,,,,Drinking water,Unknown,
2013,12,North Carolina,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,3,2,2,0,1,,,,Drinking water,Community,
2012,1,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,3,0,0,0,0,,,,Drinking water,Community,
2012,1,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2012,2,Ohio,Water,Staphylococcus aureus; Legionella pneumophila,serogroup 1,Confirmed; Confirmed,Long-term care/nursing home/assisted living facility,8,8,8,2,7,,,,Undetermined water,,
2012,3,Georgia,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,8,8,8,2,6,,,,Drinking water,Community,
2012,3,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,1,2,0,2,,,,Drinking water,Community,
2012,3,Pennsylvania,Water,Legionella pneumophila,unknown,Confirmed,Hospital,2,2,2,1,2,,,,Drinking water,Community,
2012,4,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Apartment/Condo,2,2,2,0,0,,,,Drinking water,Community,
2012,4,Kansas,Water,Legionella,,Confirmed,Hotel/motel,3,,0,,0,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2012,5,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,3,2,3,1,3,,,,Drinking water,Community,
2012,5,Wisconsin,Water,Legionella pneumophila,serogroup 1,Confirmed,Factory/industrial facility,2,2,2,0,2,,,,Other/Environmental water,,
2012,6,Missouri,Water,Legionella pneumophila,unknown,Confirmed,Resort,3,3,3,0,3,,,,Recreational water -- treated,Splash Pad/Interactive Fountain /Water Playground;Hot Tub/Spa/Whirlpool;Pool - Other Swimming Pool,
2012,6,South Carolina,Water,Legionella unknown,,Confirmed,Apartment/Condo,2,1,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool;Pool - Other Swimming Pool,
2012,6,Michigan,Water,Legionella unknown; Legionella pneumophila,serogroup 2,Confirmed; Confirmed,Private home/residence,9,4,9,0,9,,,,Recreational water -- treated,Pool - Other Swimming Pool;Hot Tub/Spa/Whirlpool,
2012,7,Illinois,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 1,Confirmed; Confirmed,Hotel/motel,114,15,112,3,114,,,,Other/Environmental water,,
2012,7,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,34,11,33,0,34,,,,Undetermined water,,
2012,7,Utah,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,3,3,3,0,3,,,,Drinking water,Community,
2012,8,Illinois,Water,Legionella unknown,,Suspected,Hotel/motel,40,0,40,0,40,,,,Other/Environmental water,,
2012,10,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,1,1,0,2,,,,Drinking water,Community,
2012,10,Georgia,Water,Legionella pneumophila,serogroup 1,Confirmed,Recreational facility,2,2,2,0,2,,,,Recreational water -- treated,Pool - Other Swimming Pool;Hot Tub/Spa/Whirlpool,
2012,11,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Apartment/Condo,4,4,4,1,4,,,,Drinking water,Community,
2012,11,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,2,0,2,,,,Drinking water,Community,
2012,11,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,2,0,2,,,,Drinking water,Community,
2012,11,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,2,0,2,,,,Drinking water,Community,
2012,11,Ohio,Water,Legionella pneumophila,unknown,Confirmed,Long-term care/nursing home/assisted living facility,7,3,7,0,7,,,,Undetermined water,,
2012,11,Minnesota,Water,Legionella unknown,,Suspected,Private home/residence,4,0,4,0,4,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2012,11,Florida,Water,Legionella pneumophila,unknown,Confirmed,Hotel/motel,2,2,2,0,2,,,,Drinking water,Community,
2012,12,Louisiana,Water,Legionella pneumophila,unknown,Confirmed,,4,4,4,1,4,,,,,,
2011,1,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,11,11,11,1,11,,,,Drinking water,Community,
2011,1,Washington,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,3,3,3,1,3,,,,Drinking water,Community,
2011,2,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,21,21,21,5,21,,,,Drinking water,Community,
2011,3,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,8,7,8,0,8,,,,Drinking water,Community,
2011,3,Minnesota,Water,Legionella unknown,,Suspected,Recreational facility,48,1,48,0,48,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2011,5,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,0,2,,,,Drinking water,Community,
2011,5,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,7,6,7,1,7,,,,Drinking water,Community,
2011,6,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,2,0,0,,,,Drinking water,Community,
2011,6,West Virginia,Water,Legionella pneumophila,serogroup 1,Confirmed,Community/municipality,6,6,6,1,6,,,,Other/Environmental water,,
2011,7,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,2,1,2,,,,Undetermined water,,
2011,7,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,5,4,5,1,5,,,,Other/Environmental water,,
2011,7,Ohio,Water,Legionella pneumophila,unknown,Confirmed,Hospital,3,3,3,1,3,,,,Undetermined water,,
2011,8,Ohio,Water,Legionella pneumophila,unknown,Confirmed,Hospital,10,4,4,2,4,,,,Drinking water,Community,
2011,8,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,6,5,6,1,6,,,,Drinking water,Community,
2011,8,Colorado,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,9,8,9,0,9,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2011,8,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,8,4,7,0,8,,,,Undetermined water,,
2011,9,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,3,0,0,0,3,,,,Drinking water,Community,
2011,9,Ohio,Water,Legionella pneumophila; Legionella pneumophila,unknown; unknown,Confirmed; Confirmed,Unknown,5,5,5,1,5,,,,Undetermined water,,
2011,9,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,12,10,12,0,12,,,,Drinking water,Community,
2011,9,Massachusetts,Water,Legionella pneumophila,serogroup 1,Confirmed,Office/indoor workplace,2,2,2,0,2,,,,Undetermined water,,
2011,9,Pennsylvania,Water,Legionella pneumophila,unknown,Suspected,Hotel/motel,6,0,6,0,6,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2011,10,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Mobile home/trailer park,3,3,3,1,3,,,,Other/Environmental water,,
2011,11,Louisiana,Water,Legionella pneumophila,serogroup 1,Confirmed,,3,3,3,0,3,,,,,,
2011,12,Ohio,Water,Legionella pneumophila,unknown,Confirmed,Fee-based facility/membership club,2,2,2,0,2,,,,Recreational water -- treated,Pool - Other Swimming Pool,
2010,1,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,4,4,4,1,4,,,,Undetermined water,,
2010,2,Wisconsin,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,8,8,8,0,8,,,,Other/Environmental water,,
2010,2,Ohio,Water,Legionella pneumophila,unknown,Confirmed,,3,3,3,0,3,,,,Drinking water,Community,
2010,3,Florida,Water,Legionella pneumophila,unknown,Confirmed,Fee-based facility/membership club,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2010,4,Georgia,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,4,4,4,0,4,,,,Drinking water,Community,
2010,4,New York,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 1,Confirmed; Confirmed,Hospital,3,3,3,1,3,,,,Drinking water,Community,
2010,5,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Other,3,3,3,1,3,,,,Drinking water,Community,
2010,5,Texas,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,4,4,4,3,4,,,,Undetermined water,,
2010,6,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Correctional/detention facility,3,3,3,0,3,,,,Drinking water,Community,
2010,6,Mississippi,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 1,Confirmed; Confirmed,Hotel/motel,9,6,9,1,8,,,,Other/Environmental water,,
2010,6,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Apartment/Condo,2,2,2,0,2,,,,Drinking water,Community,
2010,7,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,5,3,5,0,0,,,,Drinking water,Community,
2010,7,Michigan,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 1,Confirmed; Confirmed,Military facility,64,17,64,0,64,,,,Other/Environmental water,,
2010,7,New York,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 1,Confirmed; Confirmed,Hospital,2,2,2,0,2,,,,Drinking water,Community,
2010,8,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Other,2,2,2,0,2,,,,Drinking water,Community,
2010,8,Utah,Water,Legionella pneumophila; Legionella pneumophila,"serogroup 1; serogroup 1, MAb (1), Camperdown 1",Confirmed; Confirmed,Hotel/motel,2,2,2,1,2,,,,Drinking water,Community,
2010,11,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,1,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2010,11,New York,Water,Legionella unknown; Legionella unknown; Legionella pneumophila,serogroup 1,Suspected; Confirmed; Confirmed,Factory/industrial facility,4,4,4,0,4,,,,Other/Environmental water,,
2010,12,Utah,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1,Suspected; Confirmed,Assisted Living/Rehab,3,3,3,0,3,,,,Drinking water,Community,
2010,12,Nevada,Water,Legionella pneumophila; Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 1; serogroup 1,Confirmed; Confirmed; Confirmed,Hotel/motel,4,2,2,1,4,,,,Drinking water,Community,
2009,3,California,Water,Legionella unknown,,Confirmed,Apartment/Condo,2,2,2,0,2,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2009,4,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,3,3,3,2,3,,,,Drinking water,Community,
2009,4,New York,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 1,Confirmed; Confirmed,Apartment/Condo,4,4,4,0,4,,,,Drinking water,Community,
2009,6,Utah,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,5,5,5,0,5,,,,Drinking water,Community,
2009,7,Florida,Water,Legionella unknown,,Confirmed,Fee-based facility/membership club,2,2,2,0,2,,,,Drinking water,Community,
2009,7,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,9,6,9,0,9,,,,Undetermined water,,
2009,7,California,Water,Legionella unknown,,Confirmed,Fee-based facility/membership club,2,2,,,,,,,Recreational water -- treated,Pool - Other Swimming Pool,
2009,7,South Carolina,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,3,3,3,0,3,,,,Drinking water,Community,
2009,8,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,10,4,10,1,10,,,,Drinking water,Community,
2009,9,Maryland,Water,Legionella pneumophila; Legionella pneumophila,"serogroup 1; serogroup 1, MAb (1,2,3), Knoxville 1",Confirmed; Confirmed,Apartment/Condo,10,9,10,1,10,,,,Drinking water,Community,
2009,9,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Assisted Living/Rehab,8,8,8,2,8,,,,Undetermined water,,
2009,9,Ohio,Water,Legionella unknown,,Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,0,2,,,,Undetermined water,,
2009,12,Nevada,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,10,1,1,0,7,,,,Drinking water,Community,
2009,12,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,3,3,3,1,3,,,,Drinking water,Community,
2008,1,South Carolina,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,2,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2008,1,New Jersey,Water,Legionella unknown,,Confirmed,Community/municipality,98,,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2008,3,Florida,Water,Legionella unknown,,Confirmed,Hotel/motel,5,4,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2008,5,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,3,,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool;Pool - Other Swimming Pool,
2008,5,Alabama,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,3,,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2008,6,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Community/municipality,12,10,,1,,,,,Other/Environmental water,,
2008,6,Illinois,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,4,,,0,,,,,Drinking water,Community,
2008,6,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Fee-based facility/membership club,3,3,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2008,7,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Assisted Living/Rehab,13,13,,1,,,,,Drinking water,Community,
2008,7,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Community/municipality,18,,,0,,,,,Other/Environmental water,,
2008,7,New Jersey,Water,Legionella pneumophila,serogroup 1,Confirmed,Assisted Living/Rehab,2,,,0,,,,,Undetermined water,,
2008,7,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2008,8,New Jersey,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,9,,,0,,,,,Drinking water,Community,
2008,8,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Assisted Living/Rehab,19,,,0,,,,,Drinking water,Community,
2008,9,Georgia,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,6,,,0,,,,,Drinking water,Community,
2008,9,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Assisted Living/Rehab,3,,,1,,,,,Drinking water,Community,
2008,11,Virginia,Water,Legionella pneumophila,serogroup 1,Confirmed,Assisted Living/Rehab,2,,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2007,3,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Fee-based facility/membership club,2,2,,0,,,,,Undetermined water,,
2007,5,Tennessee,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2007,6,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Community/municipality,2,2,,0,,,,,Other/Environmental water,,
2007,6,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Assisted Living/Rehab,2,2,,0,,,,,Drinking water,Community,
2007,6,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Community/municipality,2,,,0,,,,,Other/Environmental water,,
2007,8,New York,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 7,Confirmed; Confirmed,Assisted Living/Rehab,2,2,,2,,,,,Undetermined water,,
2007,9,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Assisted Living/Rehab,4,4,,1,,,,,Other/Environmental water,,
2007,10,Vermont,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,3,3,,0,,,,,Drinking water,Non-Transient Non-Community,
2007,10,Nevada,Water,Legionella pneumophila,serogroup 1,Confirmed,Apartment/Condo,7,3,,0,,,,,Drinking water,Community,
2007,10,New York,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 5,Confirmed; Confirmed,Hospital,3,3,,0,,,,,Drinking water,Community,
2007,10,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Assisted Living/Rehab,3,3,,0,,,,,Drinking water,Community,
2007,10,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,,,0,,,,,Recreational water -- treated,Pool - Other Swimming Pool;Hot Tub/Spa/Whirlpool,
2007,10,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,,,0,,,,,Other/Environmental water,,
2007,11,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,3,,,0,,,,,Drinking water,Community,
2006,1,Florida,Water,Unknown; Legionella pneumophila,serogroup 1,Suspected; Confirmed,Hotel/motel,11,11,,1,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2006,1,Illinois,Water,Legionella anisa; Legionella anisa,,Confirmed; Suspected,Hotel/motel,43,3,,1,,,,,Recreational water -- treated,Pool - Other Swimming Pool;Hot Tub/Spa/Whirlpool,
2006,1,New York,Water,Legionella pneumophila,serogroup 2,Confirmed,Hospital,2,,,0,,,,,Other/Environmental water,,
2006,1,New York,Water,Legionella pneumophila,serogroup 3,Confirmed,Hospital,2,,,0,,,,,Drinking water,Community,
2006,4,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,4,4,,0,,,,,Drinking water,Other,
2006,4,Texas,Water,Legionella unknown,,Confirmed,Hospital,10,10,,3,,,,,Drinking water,Community,
2006,6,New York,Water,Legionella unknown,,Confirmed,Hospital,4,,,0,,,,,Drinking water,Community,
2006,7,Arkansas,Water,Legionella pneumophila,,Confirmed,Hotel/motel,37,4,,0,,,,,Recreational water -- treated,Pool - Other Swimming Pool;Hot Tub/Spa/Whirlpool,
2006,8,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,28,22,,3,,,,,Other/Environmental water,,
2006,8,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,3,3,,0,,,,,Drinking water,Community,
2006,10,New York,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 1,Confirmed; Suspected,Park - Amusement/Waterpark,2,2,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2006,10,Colorado,Water,Legionella unknown,,Suspected,Private home/residence,6,0,6,0,6,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2006,10,Colorado,Water,Unknown; Legionella pneumophila,serogroup 1,Suspected; Confirmed,Private home/residence,6,0,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2005,4,North Carolina,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 1,Confirmed; Suspected,Private home/residence,4,1,,1,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2005,5,South Dakota,Water,Legionella pneumophila,serogroup 1,Confirmed,Restaurant,18,14,,1,,,,,Other/Environmental water,,
2005,7,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,22,,,3,,,,,Other/Environmental water,,
2005,7,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,3,,,0,,,,,Undetermined water,,
2005,8,Minnesota,Water,Legionella pneumophila,serogroup 1,Confirmed,Private home/residence,3,0,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2005,10,South Carolina,Water,Legionella pneumophila; Legionella pneumophila,,Confirmed; Suspected,Hotel/motel,18,3,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2005,11,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Apartment/Condo,2,2,,0,,,,,Undetermined water,,
2005,11,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,4,2,,0,,,,,Drinking water,Other,
2005,12,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,4,,,1,,,,,Drinking water,Community,
2005,12,New York,Water,Legionella pneumophila,serogroup 6,Confirmed,Hospital,2,2,,0,,,,,Drinking water,Community,
2005,12,New York,Water,Legionella pneumophila,serogroup 6,Confirmed,Hospital,8,,,0,,,,,Drinking water,Community,
2004,1,New York,Water,Legionella micdadei,,Confirmed,Hospital,2,2,,0,,,,,Drinking water,Community,
2004,3,Oklahoma,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 1,Confirmed; Suspected,Hotel/motel,107,4,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool;Pool - Other Swimming Pool,
2004,4,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,3,3,,1,,,,,Drinking water,Community,
2004,5,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,,0,,,,,Drinking water,Community,
2004,6,New Jersey,Water,Legionella pneumophila,serogroup 1,Confirmed,Apartment/Condo,2,2,,0,,,,,Drinking water,Community,
2004,7,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Office/indoor workplace,13,2,,0,,,,,Undetermined water,,
2004,7,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,,1,,,,,Other/Environmental water,,
2004,7,New Jersey,Water,Legionella pneumophila,serogroup 1,Confirmed,Apartment/Condo,2,,,1,,,,,Drinking water,Community,
2004,8,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Private home/residence,3,1,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2004,9,North Carolina,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital;Factory/industrial facility,7,7,,3,,,,,Other/Environmental water,,
2004,9,Texas,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,3,3,,0,,,,,Drinking water,Community,
2004,10,Texas,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,2,,,0,,,,,Undetermined water,,
2004,12,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Apartment/Condo,6,6,,2,,,,,Drinking water,Community,
2003,2,Wisconsin,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 1,Confirmed; Suspected,Hotel/motel,3,3,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2003,6,New Mexico,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,4,2,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool;Pool - Other Swimming Pool,
2003,7,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,,0,,,,,Undetermined water,,
2003,10,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,7,6,,0,,,,,Drinking water,Community,
2002,4,Tennessee,Water,Legionella anisa,,Confirmed,Restaurant,117,1,,0,,,,,Other/Environmental water,,
2002,6,Pennsylvania,Water,Legionella unknown,,Confirmed,Hospital,12,5,,2,,,,,Drinking water,Community,
2002,6,Georgia,Water,Legionella unknown,,Confirmed,Private home/residence,4,0,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2002,6,Massachusetts,Water,Legionella unknown,,Confirmed,Hospital,16,,,0,,,,,Drinking water,Community,
2002,7,Vermont,Water,Legionella unknown,,Confirmed,Office/indoor workplace,28,13,,0,,,,,Other/Environmental water,,
2002,8,Illinois,Water,Unknown; Unknown; Legionella unknown,,Suspected; Suspected; Confirmed,Hotel/motel,68,1,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2002,10,Maryland,Water,Legionella anisa; Legionella pneumophila,,Confirmed; Suspected,Hospital,2,,,0,,,,,Drinking water,Other,
2002,11,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Fee-based facility/membership club,3,3,,0,,,,,Drinking water,Community,
2002,11,Virgin Islands,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,3,3,,0,,,,,Drinking water,Other;Unknown,
2002,12,Florida,Water,Legionella pneumophila; Legionella pneumophila,,Confirmed; Suspected,Hotel/motel,2,2,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2001,2,Nevada,Water,Legionella pneumophila,,Confirmed,Hotel/motel,20,18,,1,,,,,Drinking water,Community,
2001,2,Minnesota,Water,Legionella unknown,,Confirmed,Hospital,2,2,,1,,,,,Drinking water,Community,
2001,3,Ohio,Water,Legionella unknown,,Confirmed,Factory/industrial facility,17,4,,2,,,,,Other/Environmental water,,
2000,5,Wisconsin,Water,Legionella pneumophila; Legionella pneumophila,,Confirmed; Suspected,Hotel/motel,20,,,,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2000,7,Minnesota,Water,Unknown; Legionella anisa,,Suspected; Suspected,Hotel/motel,51,1,,0,,,,,Recreational water -- treated,Pool - Other Swimming Pool;Hot Tub/Spa/Whirlpool,
1999,4,Georgia,Water,Legionella pneumophila,serogroup 6,Confirmed,Hotel/motel,24,,,,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1998,1,Wisconsin,Water,Unknown; Unknown; Unknown; Legionella unknown,,Suspected; Suspected; Suspected; Confirmed,Hotel/motel,45,,,,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1998,5,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Community/municipality,7,,,,,,,,Other/Environmental water,,
1997,7,Missouri,Water,Legionella pneumophila; Legionella bozemanii,serogroup 1; unknown,Confirmed; Confirmed,Hospital,4,,,,,,,,Other/Environmental water,,
1997,11,California,Water,Legionella pneumophila,serogroup 1,Confirmed,Community/municipality,8,,,1,,,,,Undetermined water,,
1996,4,Texas,Water,Legionella pneumophila,unknown,Confirmed,Hospital,8,8,,,,,,,Undetermined water,,
1996,8,Rhode Island,Water,Legionella pneumophila,serogroup 1,Confirmed,Community/municipality,18,16,,1,,,,,Other/Environmental water,,
